Loan ID,Amount Requested,Amount Funded By Investors,Interest Rate,Loan Length,CREDIT Grade,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio,City,State,Home Ownership,Monthly Income,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Education,Employment Length,"Status (Fully Paid=1, Not Paid=0)"
433757,9500,9375,11.83%,36 months,B3,Debt consolidation - short term,debt_consolidation,314.78,9500,13.70%,FINDLAY,OH,MORTGAGE,4583.33,730-734,7/5/93,5,36,14676,61.70%,4,0,0,0,,0,,Owens Community College,10+ years,?
872057,7200,7200,10.99%,36 months,B3,Consolidating my Cards!,debt_consolidation,235.69,7200,20.92%,Celebration,FL,OWN,2500,685-689,10/28/06,6,6,7335,66.70%,0,0,0,0,,0,,,3 years,?
2075992,7800,7800,15.80%,36 months,C3,Debt consolidation,debt_consolidation,273.46,7800,18.18%,UNION,NJ,MORTGAGE,6250,675-679,11/27/98,13,26,26447,65%,3,0,0,0,,0,,,10+ years,?
484321,5500,5475,12.73%,36 months,C1,Consolidating Debt,debt_consolidation,184.62,5500,22.91%,west covina,CA,RENT,3370,685-689,11/18/02,10,20,13778,72.10%,0,0,0,0,,0,,Orange County Community College,< 1 year,?
791264,24500,24475,15.23%,60 months,C5,Thank you for your support!!,debt_consolidation,585.82,24500,11.70%,Waldorf,MD,MORTGAGE,11833.33,730-734,12/11/89,15,28,13256,29.30%,1,0,0,0,37,0,,,3 years,?
495272,6500,6500,10.99%,36 months,B4,Lake Forest,other,212.78,6500,13.51%,Roswell,GA,MORTGAGE,5920.58,705-709,10/17/86,16,30,25060,89.30%,2,0,0,0,,0,,,10+ years,?
2365861,25125,25125,19.05%,60 months,D4,Loan,debt_consolidation,652.45,25125,16.60%,KILLEEN,TX,MORTGAGE,5416.67,690-694,11/28/02,11,20,18333,64.60%,1,0,0,0,44,0,,,1 year,?
210778,3000,2800,10.14%,36 months,B4,Moving - Need some money,moving,97,3000,0%,rowland heights,CA,RENT,4000,690-694,11/18/93,3,6,0,0%,0,0,0,0,0,0,0,,4 years,?
605741,10000,9925,13.35%,36 months,C4,personal loan,debt_consolidation,338.63,10000,15.58%,staten island,NY,MORTGAGE,6416.67,670-674,4/15/97,16,36,80473,38.90%,3,0,0,0,,0,,,10+ years,?
2079622,12000,12000,8.90%,36 months,A5,Debt Consolidator,debt_consolidation,381.04,12000,16.26%,Grapevine,TX,MORTGAGE,5416.67,715-719,8/6/03,12,26,14124,69.60%,0,0,0,0,,0,,,5 years,?
487723,14500,11625,21.64%,36 months,G5,personal loean,other,551.08,14500,24.06%,bronx,NY,RENT,5000,660-664,3/18/05,11,23,16441,49.80%,9,0,0,0,,0,,,n/a,?
2376682,7325,7325,14.09%,36 months,B5,credit card payoff,credit_card,0,7325,10.65%,WINSTON SALEM,NC,MORTGAGE,2816.67,695-699,1/3/02,9,19,8029,60.40%,1,0,0,0,75,0,,,7 years,?
504878,11000,10087.37,7.51%,36 months,A4,Used Car Loan,car,342.21,11000,8.03%,baltimore,MD,MORTGAGE,8333.33,760-764,8/5/00,14,36,13032,15.50%,1,0,0,0,,0,,,5 years,?
2311589,9000,9000,15.80%,36 months,C3,Funding Help,other,315.53,9000,16.52%,VIRGINIA BEACH,VA,MORTGAGE,7871.58,685-689,10/6/89,6,16,31163,93%,0,0,0,1,21,0,,,1 year,?
822685,14500,14500,15.99%,60 months,D2,Personal lending club loan,other,352.54,14500,15.36%,DENTON,TX,MORTGAGE,2083,710-714,9/1/03,12,23,27,0.20%,2,0,0,0,67,0,,,4 years,?
526687,2000,2000,15.95%,36 months,D4,Consolidating,debt_consolidation,70.27,2000,13.20%,LOUISVILLE,KY,RENT,1500,675-679,9/24/06,5,6,4561,76%,6,0,0,0,,0,,,6 years,?
560780,17500,17500,7.88%,36 months,A5,Debt Consolidation,debt_consolidation,547.42,17500,20.04%,WOODWAY,TX,MORTGAGE,5000,755-759,12/16/95,11,29,23211,45%,0,0,0,0,,0,,,10+ years,?
2224931,10000,10000,12.12%,36 months,B3,Credit card refinancing,credit_card,332.72,10000,12.82%,Tombll,TX,MORTGAGE,4157.5,690-694,9/7/92,9,48,8890,65.90%,0,0,0,0,70,0,,,6 years,?
422522,12000,11925,9.63%,36 months,A5,IBE Fund,other,385.14,12000,9.12%,Seattle,WA,MORTGAGE,6250,745-749,12/8/01,8,17,5212,8.40%,2,0,0,0,,0,,Instituto Universitario De Nuevas Professiones,1 year,?
2214910,5400,5400,14.09%,36 months,B5,Responsible Professional Needs Help,debt_consolidation,184.8,5400,23.23%,Lafayette,CA,RENT,9166.67,680-684,7/3/99,18,32,26384,80.90%,1,0,0,0,,0,,,< 1 year,?
2285150,5000,5000,17.77%,36 months,D1,Moving and relocation,moving,180.19,5000,29.06%,COLUMBIA,MO,RENT,4166.67,670-674,2/14/98,7,17,20237,97.80%,0,0,0,0,63,0,,,1 year,?
441340,9000,8994.21,15.65%,36 months,D4,Sears Franchise,small_business,314.88,9000,4.43%,Brooklyn,NY,RENT,3000,730-734,9/2/05,5,12,2320,28.30%,1,0,0,0,,0,,"CUNY Kingsborough Community College,NY Auto and Diesel Institute,Access Institute of Technology",< 1 year,?
588716,9000,9000,15.58%,36 months,D3,Credit Card Cleanup,credit_card,314.56,9000,14.04%,Syracuse,UT,MORTGAGE,7500,660-664,12/19/00,15,28,5377,47.20%,2,0,0,0,,0,,,10+ years,?
2380872,25000,25000,11.14%,36 months,B2,refy,credit_card,0,25000,15.94%,SPRINGFIELD,OR,MORTGAGE,8333.33,685-689,8/8/90,13,42,28182,74.20%,0,0,0,0,77,0,,,10+ years,?
2309780,19600,19600,11.14%,36 months,B2,Debt consolidation,debt_consolidation,642.98,19600,20.78%,ORLAND,CA,RENT,3666.67,685-689,11/10/05,8,21,2616,29.70%,0,0,0,0,26,0,,,6 years,?
2091237,5600,5600,14.33%,36 months,C1,Car financing,car,192.3,5600,21.62%,SAN GABRIEL,CA,RENT,2916.67,675-679,4/28/05,10,15,3524,34.50%,1,0,0,0,33,0,,,5 years,?
2086846,30000,30000,24.70%,60 months,G1,Credit card refinancing,credit_card,875.28,30000,26.07%,San jose,CA,MORTGAGE,12500,685-689,5/18/95,24,45,99738,89.30%,0,0,0,1,16,0,,,5 years,?
417986,1600,1600,19.16%,36 months,G2,Production Pinch,small_business,58.78,1600,14.60%,Falls Church,VA,RENT,3500,660-664,2/10/99,4,6,215,71.70%,1,0,0,0,34,0,,Howard University,4 years,?
2296070,10000,10000,15.31%,36 months,C2,CC refinance,credit_card,348.18,10000,11.79%,MADISON,WI,RENT,8500,660-664,9/1/95,10,30,10614,62.10%,2,0,0,0,43,0,,,10+ years,?
778974,11500,11500,10.99%,36 months,B3,DebtConsolidation,debt_consolidation,376.45,11500,22.21%,Lowell,MA,MORTGAGE,4583.33,710-714,4/11/99,12,33,18132,80.60%,1,0,0,0,,0,,,3 years,?
90966,5000,4150,7.43%,36 months,A2,New kitchen,home_improvement,155.38,5000,0%,Dunwoody,GA,MORTGAGE,12500,775-779,12/25/87,2,19,6053,19.50%,0,0,0,0,0,0,0,,8 years,?
2185178,10625,10625,17.77%,36 months,D1,Refinance,credit_card,382.9,10625,3.85%,CUMBERLAND,RI,MORTGAGE,12500,665-669,11/14/96,10,16,4946,83.80%,2,0,0,1,7,0,,,10+ years,?
699803,3000,3000,15.28%,60 months,D3,My Vacation,vacation,71.82,3000,1.23%,Waseca,MN,RENT,1223,705-709,12/3/00,2,6,0,0%,0,0,0,0,57,0,,,n/a,?
276091,10000,6400,8.63%,36 months,A5,trickles,debt_consolidation,316.28,10000,6.74%,Cincinnati,OH,MORTGAGE,7250,735-739,11/1/96,11,33,17794,34.80%,4,0,0,0,0,0,0,Cincinnati State Technical and Community College,7 years,?
521415,7000,6950,10.62%,36 months,B3,Grant,credit_card,227.92,7000,23.19%,Springfield,MO,RENT,2333.33,705-709,4/24/04,6,7,10215,64.20%,0,0,0,0,,0,,,4 years,?
2224780,7800,7800,7.62%,36 months,A3,Debt consolidation,debt_consolidation,243.06,7800,11.06%,OGDEN,UT,MORTGAGE,3333.33,740-744,9/13/91,16,24,9402,34.70%,1,0,0,0,59,0,,,5 years,?
2381088,35000,35000,16.29%,36 months,C4,CC Loan,credit_card,0,35000,20.73%,Sun Valley,CA,RENT,6666.67,680-684,2/11/01,16,31,33041,92.30%,1,0,0,0,,0,,,6 years,?
436027,9000,8750,8.94%,36 months,A5,to finish addition on house,home_improvement,285.95,9000,9.38%,MASSILLON,OH,MORTGAGE,4500,740-744,1/7/89,12,20,59968,74.60%,1,0,0,0,,0,,Kent State University-Stark Campus,10+ years,?
2308454,20000,20000,6.62%,36 months,A2,Credit card refinancing,credit_card,614.08,20000,10.02%,Riverton,UT,MORTGAGE,8708.33,720-724,5/11/94,11,26,21450,33.60%,0,0,0,1,23,0,,,1 year,?
2215373,3000,3000,7.62%,36 months,A3,Business,small_business,93.49,3000,15.46%,Long Beach,CA,RENT,2166.67,765-769,8/2/94,10,17,335,4.90%,2,0,0,0,67,0,,,4 years,?
728245,8000,8000,10.37%,60 months,B3,Debt Consolidation,debt_consolidation,171.44,8000,2.99%,Brooklyn,NY,RENT,4583.33,725-729,1/28/91,6,15,5344,24.70%,0,0,0,0,,1,95,,10+ years,?
409429,10000,2977.48,13.79%,36 months,C5,Debt Payoff,debt_consolidation,340.76,10000,15.78%,AUBURN,CA,RENT,3416.67,680-684,9/11/00,5,7,8826,86.30%,0,0,0,0,,0,,California State University-Sacramento (CSUS),2 years,?
483320,5000,5000,11.36%,36 months,B5,poor mom,debt_consolidation,164.56,5000,6.51%,lomita,CA,RENT,3750,685-689,6/14/97,6,12,5971,67.90%,1,0,0,0,,1,92,,9 years,?
371299,5000,3078.18,9.32%,36 months,A4,Personal Loan,other,159.74,5000,14.16%,Parsippany,NJ,RENT,2500,760-764,10/21/93,6,9,1445,6.50%,2,0,0,0,,0,,,3 years,?
438271,2000,2000,13.22%,36 months,C2,Student Loan,other,67.61,2000,9.77%,Jacksonville,FL,MORTGAGE,4583.33,670-674,4/14/95,7,15,1083,77.40%,3,0,0,0,52,0,,University of Phoenix,1 year,?
170929,9000,1125,12.49%,36 months,D3,Goodbye Credit Cards,credit_card,301.04,9000,4.98%,Rochester,NY,MORTGAGE,4333.33,660-664,10/4/89,6,14,8644,72.60%,1,0,0,0,44,0,0,University of Rochester,9 years,?
2218866,11000,11000,13.11%,36 months,B4,credit cards,debt_consolidation,371.22,11000,27.31%,MESA,AZ,MORTGAGE,4166.67,680-684,7/5/00,12,24,15031,59.60%,1,0,0,0,74,0,,,10+ years,?
440900,5500,5500,14.61%,36 months,D1,Consolation Loan,debt_consolidation,189.62,5500,4.02%,Chicago,IL,RENT,3833.33,720-724,9/22/01,11,24,4200,23.30%,8,0,0,0,,0,,Miami University-Oxford,1 year,?
391128,16750,2175,12.53%,36 months,C1,Starting Masters Program - Consolidating,debt_consolidation,560.56,16750,22.45%,Cortland,OH,MORTGAGE,3750,710-714,1/7/98,11,44,11860,45.10%,1,0,0,0,,0,,"Hiram College,Youngstown State University",3 years,?
851565,14000,14000,13.99%,60 months,C3,Debt Consolidation ,debt_consolidation,325.69,14000,0.98%,Perth Amboy,NJ,RENT,26300,735-739,2/5/07,6,10,1555,24.70%,2,0,0,0,,0,,,4 years,?
477510,4175,4175,7.74%,36 months,A3,"Euphemistically Frugal ---Yes , that would be CHEAP!",debt_consolidation,130.34,4175,8.98%,OWASSO,OK,OWN,2916.67,790-794,6/13/88,10,28,1357,4.20%,1,0,0,0,,0,,,1 year,?
643114,5600,5600,9.25%,36 months,B2,Camper,car,178.74,5600,6%,Houston,TX,RENT,5000,760-764,3/10/98,3,33,0,0%,2,0,0,0,,0,,,3 years,?
2218408,28000,28000,17.27%,60 months,C5,Debt Consolidation,debt_consolidation,699.95,28000,16.51%,SAN DIEGO,CA,RENT,7666.67,690-694,12/22/97,9,34,28411,80%,0,0,0,0,40,0,,,2 years,?
390018,16000,15235.42,9.63%,36 months,A5,Real Estate Investing in Texas,small_business,513.51,16000,2.50%,Tyler,TX,MORTGAGE,10000,800-804,6/29/75,11,19,8823,7.40%,1,0,0,0,,0,,Univeristy of Texas at Arlington,< 1 year,?
2367756,10000,10000,14.33%,36 months,C1,credit card refinance,credit_card,0,10000,25.95%,ROUND HILL,VA,RENT,3083.33,665-669,10/22/98,11,22,15884,71.40%,0,0,0,0,42,0,,,3 years,?
1112295,8000,8000,6.62%,36 months,A2,Student Loan Interest Rate Too High,debt_consolidation,245.63,8000,17.49%,Lyndhurst,NJ,RENT,4750,745-749,1/13/07,10,18,969,9.20%,1,0,0,0,,0,,,2 years,?
823204,18000,17950,8.49%,36 months,A5,Debt Consolidation Loan,debt_consolidation,568.14,18000,12.63%,Danville,CA,RENT,7916.67,730-734,6/30/93,12,22,13625,67.10%,0,0,0,0,,0,,,3 years,?
425079,7800,7700,12.21%,36 months,B5,Consolidating Car and Dental Loan Debt,debt_consolidation,259.86,7800,11.69%,Milwaukee,WI,RENT,4916.67,690-694,11/6/03,9,9,7133,63.70%,1,0,0,0,,0,,University of Wisconsin-Madison,2 years,?
1368973,20500,20500,21.97%,60 months,E5,Debt consolidation,debt_consolidation,565.84,20500,26.15%,okemos,MI,MORTGAGE,4333.33,665-669,2/5/97,10,19,21592,55.30%,2,0,0,0,,0,,,10+ years,?
423658,4000,4000,12.53%,36 months,C1,car fixer,car,133.87,4000,1.07%,ATLANTA,GA,RENT,3917,730-734,5/19/06,4,4,1332,19.90%,0,0,0,0,,0,,Savannah College of Art and Design,3 years,?
2380006,14500,14500,12.12%,36 months,B3,Term Loan,debt_consolidation,482.44,14500,12.78%,GERMANTOWN,MD,MORTGAGE,12083.33,675-679,12/6/90,9,28,12369,38.80%,0,0,0,2,8,0,,,< 1 year,?
2086664,9000,9000,7.90%,36 months,A4,Foundation Repairs,home_improvement,281.62,9000,14.22%,RAPID CITY,SD,MORTGAGE,3291.67,725-729,6/20/89,8,20,21674,24.60%,1,0,0,0,71,0,,,10+ years,?
491313,8400,8400,12.73%,36 months,C1,Help in Largo,credit_card,281.96,8400,23.58%,Largo,FL,MORTGAGE,5500,685-689,11/4/92,20,43,20966,65.10%,0,0,0,0,44,1,108,,n/a,?
173981,3200,525,10.28%,36 months,C1,Request,credit_card,103.68,3200,9.70%,Tacoma,WA,RENT,6250,680-684,12/5/72,6,33,2105,45.30%,0,0,0,3,19,0,0,"Nassau Community College NY,SUNY OF NEW YORK",10+ years,?
1020220,5000,5000,18.25%,36 months,D5,My Family Emergency Loan,other,181.39,5000,15.82%,Fresno,CA,RENT,3166.67,665-669,2/12/94,4,8,1850,97.40%,1,0,0,0,,0,,,6 years,?
687479,5000,5000,10.37%,60 months,B3,ANGELA,credit_card,107.15,5000,7.62%,sharpsburg,GA,MORTGAGE,8166.67,745-749,6/1/76,19,63,34329,23.10%,4,0,0,0,,0,,,10+ years,?
1195190,5000,4975,13.67%,36 months,B5,CC Debt consolidation,debt_consolidation,170.09,5000,11.82%,suffolk,VA,MORTGAGE,3800,690-694,7/17/00,5,20,708,11.80%,3,0,0,0,29,0,,,< 1 year,?
568058,4800,4800,6.39%,36 months,A1,4800 BEANS,major_purchase,146.88,4800,16.55%,VALLEY STREAM,NY,RENT,4670.67,775-779,7/19/99,10,32,5182,61.80%,2,0,0,0,,0,,,4 years,?
389957,14500,4138.91,16.63%,36 months,E4,pay off high interest loans,debt_consolidation,514.32,14500,23.01%,"kansas city,",KS,MORTGAGE,7150,665-669,9/12/89,12,25,22720,86.10%,4,0,0,1,19,0,,kckcc,10+ years,?
1162625,4800,4800,13.11%,36 months,B4,other,other,161.99,4800,1.50%,WASHINGTON,DC,RENT,6333.33,690-694,2/27/00,10,21,3379,37.10%,2,0,0,0,43,0,,,< 1 year,?
379903,20000,3484.04,13.16%,36 months,C3,Debt Consolidation Loan,debt_consolidation,675.41,20000,9.52%,Vail,AZ,MORTGAGE,9583.33,715-719,7/19/86,13,24,22424,34.40%,0,0,0,0,67,0,,"Norwich University,The University of Texas at Austin",3 years,?
444881,7000,6961.21,7.40%,36 months,A2,LAND IN MEXICO,other,217.42,7000,23.87%,Irvine,CA,RENT,3833.33,770-774,10/3/01,10,27,1095,5.20%,2,0,0,0,,0,,Healing Hands School of Holistic Health,1 year,?
429638,9900,9875,10.95%,36 months,B1,Just Trying to Get Back on Track,debt_consolidation,323.87,9900,14.65%,New York,NY,RENT,3250,725-729,12/27/02,6,8,10299,39.90%,0,0,0,0,,0,,,3 years,?
2367409,6000,6000,11.14%,36 months,B2,CC refinancing,credit_card,0,6000,15.09%,MIAMI,FL,RENT,3750,700-704,7/3/02,15,21,9517,37%,0,0,0,1,14,0,,,< 1 year,?
348005,2500,0,11.66%,36 months,C3,paying off remaining debt.,debt_consolidation,82.64,2500,22.42%,vicksburg,MS,RENT,2787.33,700-704,6/26/93,16,19,3877,23.80%,2,0,0,0,,1,100,Laney Jr. College,2 years,?
1335260,11750,11750,13.99%,36 months,C1,Last of the CC debt,debt_consolidation,401.54,11750,10.48%,Corona,CA,MORTGAGE,19166.67,740-744,2/14/93,25,54,12741,23.70%,1,0,0,0,,0,,,10+ years,?
476745,3500,3500,12.18%,36 months,B4,Good income & credit,other,116.55,3500,13.53%,hudson,NH,MORTGAGE,11416.67,690-694,7/3/89,9,28,10930,79.80%,1,0,0,1,15,0,,,3 years,?
79924,7000,4325,7.75%,36 months,A3,Education,other,218.55,7000,1%,NEW YORK,NY,NONE,-0.08,800-804,,,,,,,,,,,,,,< 1 year,?
453081,3200,3200,12.18%,36 months,B4,Best Bang for your Buck,debt_consolidation,106.56,3200,20.91%,PASADENA,CA,RENT,3500,695-699,12/5/00,7,14,973,48.60%,3,0,0,0,,0,,,1 year,?
550961,4000,4000,16.45%,60 months,E1,Debt Consolidation,other,98.24,4000,9.90%,Wilmington,DE,MORTGAGE,7064.17,675-679,6/12/98,8,25,8445,38.40%,6,0,0,0,,1,49,,6 years,?
985800,4000,4000,16.29%,36 months,D1,Consolidation,debt_consolidation,141.21,4000,13.95%,Austinville,VA,OWN,1470,675-679,12/6/00,3,9,4237,88.30%,3,0,0,0,,1,114,,n/a,?
2144631,31300,31300,17.27%,60 months,C5,House and pool loan,debt_consolidation,0,31300,32.33%,FAYETTEVILLE,NC,MORTGAGE,5833.33,690-694,4/4/95,16,39,42212,48.60%,2,0,0,1,10,0,,,10+ years,?
509923,4200,4200,16.32%,60 months,D5,Henry,home_improvement,102.86,4200,5.61%,CHESTERFIELD,VA,MORTGAGE,3083.33,695-699,12/23/98,3,5,468,3.90%,1,0,0,1,12,1,64,,6 years,?
877719,6500,6500,5.42%,36 months,A1,Credit Card Loan,credit_card,196.04,6500,17.68%,Kingman,AZ,MORTGAGE,2946,765-769,1/20/75,10,27,5380,23.30%,0,0,0,0,,0,,,n/a,?
525364,17000,12700,11.86%,36 months,B5,Freedom from Stress,debt_consolidation,423.46,12775,15.77%,Boca Raton,FL,MORTGAGE,5166.67,715-719,7/28/88,14,30,38266,48.90%,0,0,0,0,,0,,,4 years,?
2276176,9000,9000,14.33%,36 months,C1,Credit card refinancing,credit_card,309.05,9000,13.74%,PARKER,CO,MORTGAGE,7083.33,675-679,10/6/05,11,12,12665,89.80%,0,0,0,0,,0,,,5 years,?
400248,8000,7754.12,16.00%,36 months,D5,Real Estate Investing Loan,small_business,281.26,8000,17.21%,Memphis,TX,MORTGAGE,5833.33,750-754,9/30/97,21,52,26596,35.60%,7,0,0,0,41,0,,University of Memphis,7 years,?
434540,12000,11900,8.94%,36 months,A5,Consolidating Credit Cards,debt_consolidation,381.26,12000,8.85%,Melrose,MA,MORTGAGE,10416.67,755-759,12/5/93,9,29,22949,46.70%,0,0,0,0,,0,,Worcester Polytechnic Institute,4 years,?
472762,10000,9325,16.00%,36 months,D5,Investment 1,home_improvement,351.58,10000,19.18%,Portsmouth,VA,MORTGAGE,4166.67,690-694,1/23/05,3,6,0,3.20%,5,0,0,0,,0,,,2 years,?
2375824,7200,7200,14.09%,36 months,B5,Credit Card Pay Off,debt_consolidation,0,7200,17%,CORONA,CA,MORTGAGE,7500,680-684,5/21/04,9,20,9713,94.30%,1,0,0,0,,0,,,5 years,?
440908,20000,19857.86,17.04%,36 months,E3,Strong credit - consolidating debt,debt_consolidation,713.49,20000,14.04%,Arlington Heights,IL,MORTGAGE,13500,675-679,7/15/97,14,37,70627,91.80%,2,0,0,0,,0,,University of Illinois at Chicago,5 years,?
2306145,10000,10000,12.12%,36 months,B3,debt consolidation,debt_consolidation,332.72,10000,33.38%,STOCKTON,CA,OWN,8333.33,670-674,3/28/02,18,34,29204,68.50%,2,0,0,0,55,0,,,6 years,?
2300507,35000,35000,13.11%,36 months,B4,Debt eliminator,debt_consolidation,1181.15,35000,19.87%,COLUMBUS,OH,MORTGAGE,6750,710-714,10/29/96,17,29,16014,49%,0,0,0,0,44,0,,,4 years,?
1146326,6400,6400,15.31%,36 months,C3,Why Do Weddings Have To Be So Expensive,wedding,222.84,6400,12.57%,Fort Wayne,IL,RENT,5916.67,675-679,9/18/04,8,16,6355,41%,1,0,0,1,11,0,,,5 years,?
507214,7750,7750,16.07%,36 months,D5,Debt Consolidation loan ,debt_consolidation,272.76,7750,21.14%,BAKERSFIELD,CA,MORTGAGE,5000,660-664,10/7/95,22,36,15604,38.30%,0,0,0,0,56,0,,,1 year,?
403974,1000,1000,14.61%,36 months,D1,Want to Get a Pellet Stove,home_improvement,34.48,1000,17.75%,Lacey,WA,MORTGAGE,3549,675-679,11/20/78,5,16,12161,95.80%,1,0,0,0,69,0,,,10+ years,?
523768,14400,14325,7.51%,36 months,A4,Home Improvement,home_improvement,448,14400,7.26%,Harrisburg,PA,MORTGAGE,9750,760-764,3/26/94,12,47,17821,42.50%,3,0,0,0,,0,,,4 years,?
1165873,32000,32000,10.74%,36 months,B2,Bridge loan,debt_consolidation,1043.71,32000,0.78%,Salinas,CA,MORTGAGE,14166.67,765-769,2/15/97,14,19,1520,5%,4,0,0,0,,0,,,9 years,?
2091415,25000,25000,20.49%,60 months,E1,A fresh start.,home_improvement,669.19,25000,28.22%,MORGANTOWN,WV,MORTGAGE,5000,690-694,11/17/95,14,26,15911,45.10%,0,0,0,0,69,0,,,10+ years,?
2382508,8000,8000,13.11%,36 months,B4,Consolidation,credit_card,0,8000,4.04%,COLCHESTER,VT,MORTGAGE,6666.67,670-674,6/22/05,7,13,7624,47.90%,4,0,0,0,33,0,,,8 years,?
957739,4800,4800,6.62%,36 months,A2,motorcycle-credit card,other,147.38,4800,12.17%,COLUMBIA,MO,RENT,2308.33,760-764,9/1/01,8,17,8473,25.70%,1,0,0,0,,0,,,10+ years,?
446810,7000,6962.56,13.57%,36 months,C3,Lawyer fees,other,237.78,7000,16.32%,CARTHAGE,TX,OWN,3333,700-704,7/4/97,3,8,911,45.50%,0,0,0,1,17,0,,,10+ years,?
2298561,30000,30000,14.33%,36 months,C1,loan payoff,debt_consolidation,1030.15,30000,20.50%,ENFIELD,CT,MORTGAGE,6248.67,680-684,12/12/93,9,28,5508,91.80%,0,0,0,0,36,0,,,10+ years,?
287421,9500,7775,11.66%,36 months,C3,"Debt Consolidation Loan $9,500.00",debt_consolidation,314,9500,18.78%,Clinton,NJ,RENT,3333.33,695-699,11/12/01,15,25,21160,78.70%,0,0,0,0,,0,,"Mandle School of Allied Health New york, NY",1 year,?
1221666,6300,6300,20.99%,60 months,E3,credit card debt consolidation,debt_consolidation,170.41,6300,10.44%,Broken Arrow,OK,MORTGAGE,5375,660-664,7/2/89,11,33,4676,42.90%,2,0,0,0,33,0,,,4 years,?
2076807,20000,20000,13.11%,36 months,B4,Credit Card Consolidation Loan,credit_card,674.94,20000,2.46%,WESTCHESTER,CA,OWN,10000,715-719,3/23/94,10,27,10821,38.90%,1,0,0,0,41,0,,,10+ years,?
377005,15000,6734.7,13.79%,36 months,C5,personal loan,home_improvement,511.14,15000,6.72%,brooklyn,NY,RENT,3750,695-699,7/30/98,8,12,14244,29.60%,0,0,0,0,,0,,,4 years,?
2380698,15000,15000,12.12%,36 months,B3,2012REFI,credit_card,0,15000,21.46%,PORTLAND,OR,RENT,4166.67,690-694,10/9/01,6,11,11622,55.30%,1,0,0,1,13,0,,,< 1 year,?
502364,21600,21327.22,15.33%,36 months,D3,Need funding for a wedding,wedding,752.3,21600,1.64%,JERSEY CITY,NJ,MORTGAGE,12500,730-734,12/6/98,8,13,9802,35.30%,8,0,0,0,,0,,,6 years,?
1865046,27575,27575,21.98%,60 months,E4,Debt Consolidation,debt_consolidation,761.28,27575,24.85%,TUCSON,AZ,MORTGAGE,5166.67,685-689,5/16/01,8,19,31975,86.40%,2,0,0,0,38,0,,,10+ years,?
779478,12000,12000,13.49%,60 months,C2,Debt Consolidation,debt_consolidation,276.06,12000,14.05%,coral gables,FL,RENT,4916.67,720-724,4/8/00,8,16,5570,34.80%,1,0,0,0,,0,,,10+ years,?
123133,11050,1975,15.96%,36 months,F4,You know you want to peek!,debt_consolidation,388.28,11050,12.90%,glendale,AZ,RENT,2309.67,645-649,6/12/97,9,15,2621,51.50%,3,0,0,0,30,0,0,,3 years,?
2375401,18225,18225,8.90%,36 months,A5,Final Debt Restructuring ,credit_card,578.71,18225,13.62%,Fort Washington,MD,RENT,3488,745-749,9/15/99,4,19,14009,60.60%,0,0,0,0,,0,,,3 years,?
1550968,6000,6000,11.14%,36 months,B2,pay off high intrest rate credit card,debt_consolidation,196.84,6000,8.19%,PITTSBORO,NC,MORTGAGE,9583.33,685-689,10/17/92,8,14,25409,53%,0,0,0,0,65,0,,,1 year,?
545640,8000,8000,10.38%,60 months,B1,bike,major_purchase,171.48,8000,18.38%,Waterloo,NY,MORTGAGE,2916.67,765-769,4/10/99,9,24,4651,8.40%,0,0,0,0,,0,,,10+ years,?
2093363,16000,16000,17.27%,60 months,C5,Home improvement,home_improvement,0,16000,18.55%,SEVILLE,OH,MORTGAGE,5416.67,705-709,10/23/95,11,25,4010,24.30%,3,0,0,1,19,0,,,6 years,?
390078,6000,5975,14.96%,36 months,D2,Debt Consolidation,car,207.87,6000,17.31%,Missouri City,TX,RENT,6125,660-664,8/18/94,12,26,14417,82.90%,0,0,0,0,,0,,BS Computer Science - UHD,7 years,?
2074643,22400,22400,7.90%,36 months,A4,Credit card refinancing,credit_card,700.91,22400,15.32%,Lawrence,KS,MORTGAGE,13333.33,735-739,3/6/97,17,49,37666,40.90%,0,0,0,0,,0,,,7 years,?
478749,16000,15975,16.35%,36 months,E1,On the mend in 2010,debt_consolidation,565.27,16000,24.80%,Columbia,SC,MORTGAGE,5000,695-699,12/31/73,25,45,17353,45.40%,1,0,0,0,,0,,University of North Carolina at Chapel Hill (UNC),9 years,?
288675,6400,5489.68,10.71%,36 months,B5,Credit Card Consolidation,debt_consolidation,208.65,6400,6.11%,New York,NY,RENT,4583.33,695-699,2/1/98,5,11,14971,46.80%,0,0,0,0,,0,,The University of Texas at Austin,< 1 year,?
444013,17000,16642.64,11.48%,36 months,B2,Low Fixed Rate Loan,debt_consolidation,560.47,17000,23.18%,FREMONT,CA,RENT,8000,740-744,4/5/95,13,24,11265,24.30%,0,0,0,0,,0,,,10+ years,?
476273,4000,4000,8.59%,36 months,A4,Travel to Meet Fiances' Family in Bulgaria And Consolidate Some Debt,credit_card,126.45,4000,12%,durango,CO,RENT,2600,745-749,5/29/01,6,14,3933,51.70%,0,0,0,0,,0,,,2 years,?
